X,Y
90.86000000000001,199.36
105.56000000000002,170.42666666666668
24.64,35.28
103.04,169.49333333333334
106.12,165.20000000000002
19.6,29.30666666666667
118.58000000000001,169.12
119.42000000000002,177.33333333333334
117.18,185.73333333333335
107.52000000000001,198.61333333333334
95.2,202.34666666666666
113.54,183.49333333333334
99.4,176.4
101.64000000000001,200.29333333333335
102.06000000000002,183.68
95.9,190.96
114.52000000000001,165.9466666666667
111.58000000000001,162.96
113.4,174.72
107.24000000000001,189.28
116.48000000000002,179.01333333333335
112.14000000000001,195.06666666666666
94.78000000000002,197.68
91.84,193.20000000000002
112.28000000000002,168.37333333333333
116.34000000000002,173.2266666666667
112.00000000000001,189.65333333333334
98.98,183.30666666666667
95.06,185.36
103.88000000000001,178.64000000000001
99.54,195.06666666666666
96.32000000000001,183.30666666666667
103.60000000000001,193.38666666666668
108.92000000000002,176.96
107.52000000000001,182.56
93.24000000000001,190.4
109.76,186.29333333333335
