X,Y
114.94000000000001,173.2266666666667
111.58000000000001,185.17333333333335
99.54,174.90666666666667
96.60000000000001,173.2266666666667
30.94,109.2
73.08000000000001,84.18666666666667
54.18000000000001,35.46666666666667
69.16000000000001,50.400000000000006
67.62,42.56
70.14,40.88
75.04,38.45333333333333
71.68,43.86666666666667
81.34,61.78666666666667
78.96000000000001,61.973333333333336
80.92,67.94666666666667
108.92000000000002,83.62666666666667
113.54,64.96000000000001
126.56000000000002,78.02666666666667
129.08,73.54666666666667
133.0,103.78666666666668
149.24,61.973333333333336
158.34,68.32000000000001
161.70000000000002,68.32000000000001
160.58,71.68
165.62,66.08
169.4,67.76
172.06,66.08
171.22000000000003,72.24000000000001
180.60000000000002,76.53333333333333
180.32000000000002,80.64
182.98000000000002,86.61333333333334
186.06000000000003,87.36
187.04000000000002,81.76
191.10000000000002,59.36
182.84,59.36
183.4,49.84
181.02,52.080000000000005
176.12,50.400000000000006
173.46,48.160000000000004
171.50000000000003,53.38666666666667
173.88000000000002,55.06666666666667
173.46,57.120000000000005
