X,Y
87.44212796549246,44.10810810810811
89.85765636232927,24.216216216216218
83.57728253055356,31.351351351351354
90.66283249460821,37.40540540540541
92.59525521207765,42.16216216216216
90.98490294751977,46.70270270270271
87.44212796549246,50.37837837837838
81.48382458662833,45.18918918918919
83.25521207764199,43.45945945945946
88.40833932422719,39.78378378378379
85.83177570093459,39.78378378378379
87.60316319194824,33.94594594594595
95.49388928828182,42.16216216216216
99.19769949676493,43.02702702702703
99.5197699496765,39.13513513513514
101.45219266714595,37.40540540540541
102.57943925233646,33.08108108108108
106.44428468727536,41.08108108108108
104.18979151689433,38.7027027027027
109.66498921639109,37.83783783783784
111.91948238677212,36.10810810810811
109.98705966930267,34.37837837837838
107.41049604601007,36.10810810810811
117.71675053918045,36.54054054054054
113.52983465132999,46.270270270270274
112.24155283968369,50.810810810810814
116.10639827462258,49.94594594594595
109.02084831056794,50.5945945945946
105.8001437814522,49.08108108108108
105.8001437814522,45.40540540540541
104.02875629043854,47.351351351351354
102.25736879942488,44.10810810810811
101.9352983465133,49.08108108108108
98.55355859094178,49.72972972972973
98.71459381739757,46.70270270270271
95.97699496764918,46.70270270270271
93.40043134435659,46.48648648648649
93.88353702372395,49.513513513513516
95.49388928828182,49.08108108108108
89.05248023005034,53.18918918918919
84.54349388928829,50.810810810810814
82.61107117181884,52.54054054054054
79.55140186915888,49.513513513513516
79.71243709561467,54.70270270270271
82.93314162473041,56.432432432432435
84.86556434219986,58.5945945945946
85.99281092739038,55.13513513513514
90.66283249460821,59.24324324324325
92.59525521207765,56.64864864864865
92.27318475916607,52.32432432432433
95.49388928828182,53.83783783783784
97.74838245866285,53.83783783783784
96.78217109992812,57.08108108108108
94.84974838245867,59.891891891891895
95.49388928828182,61.83783783783784
100.647016534867,56.86486486486487
104.35082674335011,52.10810810810811
107.57153127246586,54.270270270270274
106.12221423436378,57.513513513513516
101.45219266714595,52.54054054054054
120.77641984184041,50.810810810810814
114.33501078360892,38.91891891891892
91.30697340043135,64.64864864864865
87.28109273903667,60.75675675675676
88.73040977713876,62.91891891891892
103.2235801581596,61.40540540540541
101.13012221423438,60.10810810810811
